업종,작업,발생형태,질문,가중치,law_ref
제조업,차량을 이용한 작업,끼임,"작업장 내 바닥이 평탄하게 유지되고 있으며, 요철이나 급경사 구간이 없는가?",5,
제조업,차량을 이용한 작업,끼임,작업장 내 차량이 주·정차할 때 브레이크와 고임목을 항상 체결하고 있는가?,4,"1575,1721"
제조업,차량을 이용한 작업,끼임,차량 운행 중 운전자가 진행방향과 사각지대를 확인하고 있는가?,2,"1732,2059"
제조업,차량을 이용한 작업,끼임,근로자와 작업차량이 혼재 작업할 때 작업지휘자 또는 유도자를 배치하고 있는가?,2,1477
제조업,차량을 이용한 작업,부딪힘,"차량 운행 전 진행방향, 사각지대, 주변 구조물을 확인하는 절차가 수립되어 있고 실행되고 있는가?",2,"1733,1730,1731"
제조업,차량을 이용한 작업,부딪힘,"경사로나 불안정한 지형에서 작업할 때 차량의 불시 이동을 방지하기 위해 브레이크 잠금, 고임목 체결 등의 조치를 실시하고 있는가?",2,"1730,1710,2057"
제조업,차량을 이용한 작업,부딪힘,차량계 작업기계의 운전자를 지정하여 지정된 자만 운전하도록 제한하고 있는가?,2,"1675,1550,1589"
제조업,차량을 이용한 작업,부딪힘,운전자가 운전석을 이탈할 때 시동키를 분리하여 별도 보관하고 있는가?,1,"1589,1590,1605"
제조업,차량을 이용한 작업,부딪힘,운전자가 작업 전 충분한 휴식을 취하고 졸음운전이나 운전미숙 상태에서 운행하지 않도록 관리하고 있는가?,1,"1675,1708,1550"
제조업,채석장에서의 작업,무너짐,채석장 사면에 부석(浮石)이나 전석(轉石)이 있는지 정기적으로 점검하고 있는가?,5,"1969,1999"
제조업,채석장에서의 작업,무너짐,발파작업 시 모든 근로자를 안전한 피난장소로 대피시키고 대피 완료를 확인한 후에만 발파를 실시하고 있는가?,5,"2280,1987"
제조업,채석장에서의 작업,무너짐,발파작업 후 일정시간 경과 후에만 발파장소에 근로자를 접근시키고 있는가?,5,"2280,1987"
제조업,채석장에서의 작업,무너짐,풍화 침식으로 인한 사면 불안정성을 사전에 파악하기 위해 사면 안정성 조사를 정기적으로 실시하고 있는가?,5,"1969,1499"
제조업,채석장에서의 작업,무너짐,"발파 진동이 주변 사면의 암석 낙하를 유발할 수 있다는 점을 인식하고, 발파 전 사면 상태를 점검하고 있는가?",5,"1499,1969"
제조업,채석장에서의 작업,물체에맞음,발파작업 전에 모든 근로자가 안전한 피난장소로 대피했는지 확인하는 절차가 있는가?,3,"2280,1999,1987"
제조업,채석장에서의 작업,물체에맞음,발파작업 후 일정시간 경과 후에만 발파장소에 접근하도록 규정하고 있는가?,3,"2280,1987"
제조업,채석장에서의 작업,물체에맞음,발파작업 시 안전한 피난장소가 실제로 설치되어 있고 근로자들이 그 위치를 숙지하고 있는가?,3,"1440,2065,1973"
제조업,채석장에서의 작업,물체에맞음,발파작업 시 위험지역에 대한 근로자 출입통제 구간을 명확히 설정하고 있는가?,2,"1973,1998,1979"
제조업,채석장에서의 작업,물체에맞음,발파 진동으로 인한 낙석 위험을 고려하여 인접 작업지역의 안전거리를 확보하고 있는가?,2,"2000,1978,2002"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",물체에맞음,"훅, 샤클, 클램프 등 줄걸이 기구에 훅 해지장치(안전장치)가 설치되어 있고 정상 작동하는가?",4,"2042,1643,1687"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",물체에맞음,훅과 훅 해지장치를 상시 점검하고 이상 발견 시 즉시 폐기 처리하는 관리 체계가 있는가?,4,"1643,2104,2136"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",물체에맞음,인양하중 및 화물의 형태를 고려하여 적절한 체인블록의 훅을 선정하고 있는가?,4,"2042,1681,1687"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",물체에맞음,"줄걸이 기구(슬링벨트, 와이어로프, 체인 등)의 용접 불량, 마모, 변형, 손상 여부를 정기적으로 점검하고 있는가?",3,"1645,1688,2021"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",물체에맞음,손상되거나 마모된 줄걸이 기구를 발견했을 때 즉시 교체하거나 폐기하는 절차가 수립되어 있는가?,3,"1507,1969,2180"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",깔림.뒤집힘,"크레인 운반 작업 시 운반 물체로 인해 조작자의 시야가 가려지는 경우, 신호수를 배치하여 신호에 따라 운반작업을 실시하고 있는가?",5,"2059,1766"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",깔림.뒤집힘,이송방향 전면에서 조작 및 시야 확보가 가능한 정도의 물량만 운반하도록 제한하고 있는가?,5,1656
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",깔림.뒤집힘,"운반하는 화물의 형태와 무게에 적합한 줄걸이 방법을 사용하고 있으며, 화물의 균형을 확인한 후 인양하고 있는가?",4,"1636,2042"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",깔림.뒤집힘,"섬유슬링 벨트의 폐기 기준을 마련하고, 손상된 슬링 벨트를 발견 시 즉시 폐기 요청할 수 있는 안전문화가 정착되어 있는가?",4,"1717,2020,1687"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",깔림.뒤집힘,운반 물체가 주변 설비나 구조물에 부딪히지 않도록 충분한 거리를 확보하고 운반하고 있는가?,4,"1656,2055"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",끼임,크레인 운반 작업 시 조작자가 화물의 이송 방향 전면에서 시야를 완전히 확보하고 있는가?,6,1657
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",끼임,크레인 운반 작업 중 시야 확보가 불가능한 경우 신호수를 배치하여 신호에 따라 작업하고 있는가?,6,"2059,1657"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",끼임,"크레인 운반 작업 중 작업자 간 신호체계가 통일되어 있고, 모든 작업자가 이를 숙지하고 있는가?",3,"1658,1476"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",끼임,"크레인 운반 작업 중 작업자 간 의사소통이 이루어지고 있으며, 작업 상황을 서로 인지하고 있는가?",3,"1658,1476"
제조업,"크레인(천장주행, 갠트리, 지브 등) 사용 작업",끼임,"슬링벨트, 와이어로프 등 줄걸이 기구에 대한 정기적인 점검 및 손상 시 즉시 교체 절차가 수립되어 있는가?",2,"2021,1507"
제조업,"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",산소결핍,"밀폐된 장소 작업 담당자가 산소결핍, 유해가스 중독의 증상과 응급 대응 방법에 대해 교육받고 있는가?",15,"2450,2415"
제조업,"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",산소결핍,밀폐된 장소 작업 시 외부에서 작업자의 상태를 감시할 수 있는 감시자를 배치하고 있는가?,15,2425
제조업,"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",산소결핍,"밀폐된 장소 작업 시 호흡용 보호구(공기호흡기, 송기마스크 등)를 준비하고 있는가?",15,"2450,2451"
제조업,"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",산소결핍,"밀폐된 장소(맨홀, 탱크, 집수조, 반응기 등)에 진입하기 전에 가스농도측정기를 사용하여 산소, 일산화탄소, 황화수소 등의 농도를 측정하고 있는가?",14,"2417,2418"
제조업,"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",산소결핍,"밀폐된 장소 작업 시 송풍기, 환기팬 등을 이용한 강제환기를 작업 전에 충분히 실시하고 있는가?",14,"2420,2450"
제조업,"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",화학물질누출접촉,"밀폐된 장소(피트, 맨홀, 탱크, 조 등)에 출입하기 전에 가스농도측정기를 사용하여 산소농도, 유해가스 농도를 측정하고 있는가?",8,"2418,2417,2415"
제조업,"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",화학물질누출접촉,밀폐된 장소 작업 시 환기팬이나 송풍기를 이용한 강제환기를 작업 전에 충분히 실시하고 있는가?,8,"1528,2440,2445"
제조업,"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",화학물질누출접촉,밀폐된 장소 출입 금지 및 위험 표시를 명확하게 설치하고 있는가?,8,"1440,1979,2132"
제조업,"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",화학물질누출접촉,"분뇨, 폐수, 슬러리 등을 다루는 피트나 맨홀에서 작업할 때 황화수소 가스 발생 가능성을 인식하고 사전에 환기를 실시하고 있는가?",5,"2435,1539,2451"
제조업,"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",화학물질누출접촉,"밀폐된 장소 내부의 수위 확인, 청소, 점검 등의 작업 시 반드시 가스농도를 사전에 측정하고 있는가?",3,"2418,2417,2415"
제조업,혼재작업(작업자-작업차량),부딪힘,"작업차량 운전자에 대한 정기적인 안전교육(혼재작업 위험성, 사각지대 확인, 저속 운행 등)을 실시하고 있는가?",10,"1477,1570"
제조업,혼재작업(작업자-작업차량),부딪힘,"사업장 내 작업차량(지게차, 굴삭기, 트럭 등)의 운행 경로와 근로자의 이동 통로가 명확하게 구분되어 있는가?",9,"1731,1964"
제조업,혼재작업(작업자-작업차량),부딪힘,근로자와 작업차량이 함께 작업하는 혼재작업 시 작업지휘자 또는 유도자를 배치하고 있는가?,9,"1477,1964"
제조업,혼재작업(작업자-작업차량),부딪힘,"작업차량을 사용하는 모든 작업에 대해 작업계획서(작업방법, 운행경로, 근로자와 차량 혼재 작업 여부 등)를 사전에 작성하고 있는가?",9,"1473,1964"
제조업,혼재작업(작업자-작업차량),부딪힘,작업차량 운행 구역 내에서 근로자의 출입을 통제하거나 제한하고 있는가?,8,"1731,1964,1962"
제조업,혼재작업(작업자-작업차량),깔림.뒤집힘,"지게차 및 건설기계를 이용한 중량물 취급 작업에 대해 작업계획서를 작성하였으며, 여기에 작업방법, 운행경로, 근로자와 작업차량 혼재 작업 여부 등이 포함되어 있는가?",10,"1476,1045"
제조업,혼재작업(작업자-작업차량),깔림.뒤집힘,혼재작업 시 작업지휘자 또는 유도자를 배치하여 근로자와 작업차량 간 안전을 관리하고 있는가?,10,"1478,1964"
제조업,혼재작업(작업자-작업차량),깔림.뒤집힘,"근로자가 작업차량 주변에서 작업할 때 작업차량 운전자와 직접 시각 접촉을 유지하거나, 유도자를 통해 안전을 확보하고 있는가?",9,"2059,1731"
제조업,혼재작업(작업자-작업차량),깔림.뒤집힘,"혼재작업 장소에서 근로자 이동동선과 작업차량(지게차, 로더 등) 운행경로를 명확히 구분하고 구획하였는가?",7,"1731,1476"
제조업,혼재작업(작업자-작업차량),깔림.뒤집힘,"작업차량(지게차, 로더)의 후진 시 근로자가 사각지대에 있지 않은지 확인하는 절차 및 안전장치(경보음, 후진 카메라 등)가 구비되어 있는가?",6,"1704,1964"
제조업,혼재작업(작업자-작업차량),끼임,"혼재작업 장소에서 근로자가 작업차량과 고정 구조물(벽, 도크, 발판 등) 사이에 끼일 수 있는 위험 지점을 파악하고 있는가?",6,"1487,113"
제조업,혼재작업(작업자-작업차량),끼임,혼재작업 장소에서 근로자 이동 통로와 작업차량 운행 경로를 물리적으로 구분하고 있는가?,4,"1654,1645"
제조업,혼재작업(작업자-작업차량),끼임,혼재작업 시 작업지휘자 또는 유도자를 배치하고 있는가?,3,"1477,1478"
제조업,혼재작업(작업자-작업차량),끼임,"중량물 취급 작업에 대한 작업계획서를 사전에 작성하고 있는가? (작업방법, 운행경로, 근로자와 차량 혼재 작업 여부 등 포함)",3,"1473,1474"
제조업,혼재작업(작업자-작업차량),끼임,"작업자 간 신호체계가 통일되어 있으며, 모든 작업자가 이를 숙지하고 있는가?",3,"1658,1964"
