sif_id	industry_div	accident_kind	accident_summary	causal_object	high_risk_situation	causal_factor	countermeasure	content
909	제조업등	\N	2023월 5월경 OO공장에서 재해자가 비파괴검사 설비(NDT) 장입테이블에 설치되어 있는 스토퍼를 교체하던 중, 장입테이블 위에 있던 강관 파이프 세 다발 중 두 다발이 미끄러져 내려와 강관 파이프와 장입 테이블 끝단 사이에 재해자의 목 부분이 끼어 사망	기타 설비(비파괴검사 설비)	비정형 작업(정비·수리·교체·조정)	『설비에 안전장치가 설치되어 있지 않거나, 불량하거나, 설치된 안전장치를 해제한 상태』로 사용 중 사고 위험	▶ 중량물이 구르는 방향에 근로자 출입 제한조치 이행 철저\n▶ 근로자의 출입을 제한하는 방호울을 설치할 것\n▶ 중량물 취급 작업계획서 작성 및 준수	2023월 5월경 OO공장에서 재해자가 비파괴검사 설비(NDT) 장입테이블에 설치되어 있는 스토퍼를 교체하던 중, 장입테이블 위에 있던 강관 파이프 세 다발 중 두 다발이 미끄러져 내려와 강관 파이프와 장입 테이블 끝단 사이에 재해자의 목 부분이 끼어 사망 [유발요인] 『설비에 안전장치가 설치되어 있지 않거나, 불량하거나, 설치된 안전장치를 해제한 상태』로 사용 중 사고 위험 [대책] ▶ 중량물이 구르는 방향에 근로자 출입 제한조치 이행 철저 ▶ 근로자의 출입을 제한하는 방호울을 설치할 것 ▶ 중량물 취급 작업계획서 작성 및 준수
910	제조업등	\N	2023년 7월경 OO공장에서 재해자와 소속 근로자 4명이 가이드 테이블에 체결되어있던 볼트가 탈락되어 교체하던 중, 가이드 테이블에 체결되어있던 볼트가 파단되어 가이드 테이블이 앞쪽으로 넘어지면서 하부에 있던 재해자 사망	기타 설비(가이드 테이블)	비정형 작업(정비·수리·교체·조정)	『회전 등으로 가공물·치공구 등이 설비에서 이탈하거나 튕겨나온 물체』에 의한 비래 위험	▶ 가이드 테이블의 넘어짐 방지조치 후 고정 볼트 체결\n▶ 중량물 취급 작업계획서 작성 및 작업지휘자 배치\n▶ 볼트의 표준 규격 제정 및 이행	2023년 7월경 OO공장에서 재해자와 소속 근로자 4명이 가이드 테이블에 체결되어있던 볼트가 탈락되어 교체하던 중, 가이드 테이블에 체결되어있던 볼트가 파단되어 가이드 테이블이 앞쪽으로 넘어지면서 하부에 있던 재해자 사망 [유발요인] 『회전 등으로 가공물·치공구 등이 설비에서 이탈하거나 튕겨나온 물체』에 의한 비래 위험 [대책] ▶ 가이드 테이블의 넘어짐 방지조치 후 고정 볼트 체결 ▶ 중량물 취급 작업계획서 작성 및 작업지휘자 배치 ▶ 볼트의 표준 규격 제정 및 이행
911	제조업등	\N	2023년 3월경 OO공장에서 재해자가 압견롤 간격 확인을 위해 압연롤 사이에 시편을 넣던 중 압연기의 동력전달축 사이에 왼팔이 끼어 사망	생산설비(압연기)	비정형 작업(점검)	『설비를 정지시키지 않거나 전원을 차단하지 않은 상태에서 정비·보수·청소·교체·조정·점검 등의 작업』 중 사고 위험	▶ 회전축의 위험 방지 조치\n▶ 설비 작동 중인 상태에서 조정 작업 금지\n▶ 위험성평가 실시	2023년 3월경 OO공장에서 재해자가 압견롤 간격 확인을 위해 압연롤 사이에 시편을 넣던 중 압연기의 동력전달축 사이에 왼팔이 끼어 사망 [유발요인] 『설비를 정지시키지 않거나 전원을 차단하지 않은 상태에서 정비·보수·청소·교체·조정·점검 등의 작업』 중 사고 위험 [대책] ▶ 회전축의 위험 방지 조치 ▶ 설비 작동 중인 상태에서 조정 작업 금지 ▶ 위험성평가 실시
912	제조업등	\N	2023년 4월경 OO공장에서 재해자가 알루미늄 판재 표면에서 이물질을 확인하던 중 알루미늄 판재와 롤 사이에 끼여 사망	자동화설비(텐션 레벨러)	비정형 작업(점검)	『설비에 안전장치가 설치되어 있지 않거나, 불량하거나, 설치된 안전장치를 해제한 상태』로 사용 중 사고 위험	▶ 출입문 연동장치, 비상정지스위치 등 기능 유지 관리\n▶ 설비 가동중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책 수립\n▶ 위험성평가 실시	2023년 4월경 OO공장에서 재해자가 알루미늄 판재 표면에서 이물질을 확인하던 중 알루미늄 판재와 롤 사이에 끼여 사망 [유발요인] 『설비에 안전장치가 설치되어 있지 않거나, 불량하거나, 설치된 안전장치를 해제한 상태』로 사용 중 사고 위험 [대책] ▶ 출입문 연동장치, 비상정지스위치 등 기능 유지 관리 ▶ 설비 가동중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책 수립 ▶ 위험성평가 실시
913	제조업등	\N	2023년 3월경 OO공장에서 전기로 연소탑 내부에서 슬래그(Slag) 제거를 위해 물 뿌리는 작업 중, 고온의 슬래그에 의해 화상을 입고 2명의 재해자가 사망한 재해	고온물질(고온의 수첨유)	비정형 작업(정비·수리·교체·조정)	『유해화학물질·유해가스·산소결핍·고온물질 등』 노출	▶ 고온 슬래그 관련 위험 예방을 위한 작업 표준화 및 관리\n▶ 방열복 등 고열보호구 착용	2023년 3월경 OO공장에서 전기로 연소탑 내부에서 슬래그(Slag) 제거를 위해 물 뿌리는 작업 중, 고온의 슬래그에 의해 화상을 입고 2명의 재해자가 사망한 재해 [유발요인] 『유해화학물질·유해가스·산소결핍·고온물질 등』 노출 [대책] ▶ 고온 슬래그 관련 위험 예방을 위한 작업 표준화 및 관리 ▶ 방열복 등 고열보호구 착용
914	제조업등	\N	2017년 8월경 사업장에서 재해자가일반작업용 리프트에 탑승하여 3층으로 박스를 이송하던중 화물용승강기 운반구와 벽체 사이 개구부로 추락하여 사망	리프트(일반작업용)	리프트·승강기 관련 작업	『화물용 승강기 또는 리프트(기계식 주차설비 포함)의 운반구(기)에서 작업 또는 이동』하다가 승강로 내부 구조물과 운반구 사이에 끼임 또는 그 사이 개구부로 떨어짐 위험	▶ 화물용 승강기 근로자 탑승 금지 조치 실시\n▶ 화물용 승강기와 벽체 사이 덮개 설치	2017년 8월경 사업장에서 재해자가일반작업용 리프트에 탑승하여 3층으로 박스를 이송하던중 화물용승강기 운반구와 벽체 사이 개구부로 추락하여 사망 [유발요인] 『화물용 승강기 또는 리프트(기계식 주차설비 포함)의 운반구(기)에서 작업 또는 이동』하다가 승강로 내부 구조물과 운반구 사이에 끼임 또는 그 사이 개구부로 떨어짐 위험 [대책] ▶ 화물용 승강기 근로자 탑승 금지 조치 실시 ▶ 화물용 승강기와 벽체 사이 덮개 설치
915	제조업등	\N	2020년 2월 OO공장에서 재해자가 도금제품 행거를 바퀴가 달린 안전블록으로 운반하던 중 떨어지는 행거에 머리를 맞아 사망	운반물(도금제품 행거)	중량물 취급·운반 작업	『무게 또는 형태가 한쪽으로 치우치거나 무게중심이 높은(전도되기 쉬운) 물체 또는 적재상태가 불량한 물체 등』이 무너짐·전도·낙하로 인한 사고 위험	▶ 전도, 낙하 등의 위험을 예방할 수 있는 안전대책이 포함된 작업계획서를 작성\n▶ 물체가 떨어지거나 날아올 위험이 있는 작업을 할 경우에는 안전모를 작업하는 근로자에게 지급하고 착용\n▶ 안전블록을 사용하여 행거를 운반할 때에는 안전블록 측면 등 안전한 위치에서 작업하도록 조치	2020년 2월 OO공장에서 재해자가 도금제품 행거를 바퀴가 달린 안전블록으로 운반하던 중 떨어지는 행거에 머리를 맞아 사망 [유발요인] 『무게 또는 형태가 한쪽으로 치우치거나 무게중심이 높은(전도되기 쉬운) 물체 또는 적재상태가 불량한 물체 등』이 무너짐·전도·낙하로 인한 사고 위험 [대책] ▶ 전도, 낙하 등의 위험을 예방할 수 있는 안전대책이 포함된 작업계획서를 작성 ▶ 물체가 떨어지거나 날아올 위험이 있는 작업을 할 경우에는 안전모를 작업하는 근로자에게 지급하고 착용 ▶ 안전블록을 사용하여 행거를 운반할 때에는 안전블록 측면 등 안전한 위치에서 작업하도록 조치
916	제조업등	\N	2018년 7월경 사업장내에서 재해자가 탈지조에 탈지제(수산화나트륨 25%)를 투입하던 증 의식을 잃고 쓰러져 사망	분류 불가	위험물질 취급 또는 그 장소에서 작업	누전차단기 미설치, 접지 미실시 등으로 『설비에서 누설된 전류』에 감전 위험	▶ 전기기계·기구 감전예방조치 실시(접지, 누전차단기설치 등)\n▶ 국내외 인증기관의 인증을 받은 제품 사용\n▶ 위험성평가 실시	2018년 7월경 사업장내에서 재해자가 탈지조에 탈지제(수산화나트륨 25%)를 투입하던 증 의식을 잃고 쓰러져 사망 [유발요인] 누전차단기 미설치, 접지 미실시 등으로 『설비에서 누설된 전류』에 감전 위험 [대책] ▶ 전기기계·기구 감전예방조치 실시(접지, 누전차단기설치 등) ▶ 국내외 인증기관의 인증을 받은 제품 사용 ▶ 위험성평가 실시
917	제조업등	\N	2018년 5월경 작업장에서 재해자가 보호구를 착용하고 약품창고에서 시안화나트륨을 가져와 후처리조에 투입하였고 6분 후 출입구 안쪽에 쓰러져 있는 걸 발견하였으며 병원 후송 후 사망	화학물질(시안화나트륨)	피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업	『순간적으로 다량의 유해가스, 화학물질, 낮은 산소농도에 노출』로 인한 질식·중독 위험	▶ 후처리조에 국소배기장치(후드)설치\n▶ 방독마스크 등 보호구 착용\n▶ 배치 전 건강진단 및 특별안전보건교육 실시	2018년 5월경 작업장에서 재해자가 보호구를 착용하고 약품창고에서 시안화나트륨을 가져와 후처리조에 투입하였고 6분 후 출입구 안쪽에 쓰러져 있는 걸 발견하였으며 병원 후송 후 사망 [유발요인] 『순간적으로 다량의 유해가스, 화학물질, 낮은 산소농도에 노출』로 인한 질식·중독 위험 [대책] ▶ 후처리조에 국소배기장치(후드)설치 ▶ 방독마스크 등 보호구 착용 ▶ 배치 전 건강진단 및 특별안전보건교육 실시
918	제조업등	\N	2022년 5월경 OO공장 옥외에 설치되어 있는 액화질소 저장탱크가 폭발하여 폭발 압력 및 비산물에 의해 재해자 6명이 타박상 등 부상을 입히고, 인근 사업장 건물 및 주차 차량 다수가 피해를 입음	기타 설비(액화질소 저장탱크)	위험물질 취급 또는 그 장소에서 작업	『설비에 안전장치가 설치되어 있지 않거나, 불량하거나, 설치된 안전장치를 해제한 상태』로 사용 중 사고 위험	▶ 안전밸브 전·후단의 차단밸브 제거 및 파열판 설치\n▶ 단열성능 및 진공도가 확보된 액화질소 저장탱크 설치·사용\n▶ 초도충전 시 충분한 예냉시간 확보 및 압력 온도에 따른 적정량 충전 실시	2022년 5월경 OO공장 옥외에 설치되어 있는 액화질소 저장탱크가 폭발하여 폭발 압력 및 비산물에 의해 재해자 6명이 타박상 등 부상을 입히고, 인근 사업장 건물 및 주차 차량 다수가 피해를 입음 [유발요인] 『설비에 안전장치가 설치되어 있지 않거나, 불량하거나, 설치된 안전장치를 해제한 상태』로 사용 중 사고 위험 [대책] ▶ 안전밸브 전·후단의 차단밸브 제거 및 파열판 설치 ▶ 단열성능 및 진공도가 확보된 액화질소 저장탱크 설치·사용 ▶ 초도충전 시 충분한 예냉시간 확보 및 압력 온도에 따른 적정량 충전 실시
919	제조업등	\N	2022년 4월경 OO사업장에서 재해자가 도금작업이 완료된 베어링캡을 출하하기 위해 천장크레인으로 조작 운반하던 중 천장크레인의 케이블이 2층 바닥에 적재된 적재물에 걸려 적재물이 낙하(H=2.4m)하여 1층에 있던 재해자를 덮쳐 1명이 사망하고 2명이 부상	크레인(천장주행크레인)	크레인(천장주행, 갠트리, 지브 등) 사용 작업	운반하는 물체 또는 주변 구조물 등에 의해 『설비 조작자의 시야가 확보되지 않은 상태에서 운반』하여 다른 구조물에 부딪히거나 그 사이에 끼임 위험	▶ 적재 시 낙하 위험 등에 대한 안전조치 철저\n▶ 작업계획 작성·준수 및 작업지휘자 지정 \n▶ 개인보호구(안전모 등) 지급 및 착용	2022년 4월경 OO사업장에서 재해자가 도금작업이 완료된 베어링캡을 출하하기 위해 천장크레인으로 조작 운반하던 중 천장크레인의 케이블이 2층 바닥에 적재된 적재물에 걸려 적재물이 낙하(H=2.4m)하여 1층에 있던 재해자를 덮쳐 1명이 사망하고 2명이 부상 [유발요인] 운반하는 물체 또는 주변 구조물 등에 의해 『설비 조작자의 시야가 확보되지 않은 상태에서 운반』하여 다른 구조물에 부딪히거나 그 사이에 끼임 위험 [대책] ▶ 적재 시 낙하 위험 등에 대한 안전조치 철저 ▶ 작업계획 작성·준수 및 작업지휘자 지정 ▶ 개인보호구(안전모 등) 지급 및 착용
920	제조업등	\N	2023년 5월경 OO공장에서 재해자가 3층에서 화물용 엘리베이터 운반구로 대차를 이동시키던 중, 화물용 엘리베이터의 운반구와 벽체 사이 개구부(폭≒35cm)로 추락(높이≒8m)하여 사망	화물용 엘리베이터	리프트·승강기 관련 작업	『화물용 승강기 또는 리프트(기계식 주차설비 포함)의 운반구(기)에서 작업 또는 이동』하다가 승강로 내부 구조물과 운반구 사이에 끼임 또는 그 사이 개구부로 떨어짐 위험	▶ 화물용 엘리베이터의 운반구와 벽체 사이 개구부 방호조치 실시\n▶ 화물용 엘리베이터 내 조도 확보	2023년 5월경 OO공장에서 재해자가 3층에서 화물용 엘리베이터 운반구로 대차를 이동시키던 중, 화물용 엘리베이터의 운반구와 벽체 사이 개구부(폭≒35cm)로 추락(높이≒8m)하여 사망 [유발요인] 『화물용 승강기 또는 리프트(기계식 주차설비 포함)의 운반구(기)에서 작업 또는 이동』하다가 승강로 내부 구조물과 운반구 사이에 끼임 또는 그 사이 개구부로 떨어짐 위험 [대책] ▶ 화물용 엘리베이터의 운반구와 벽체 사이 개구부 방호조치 실시 ▶ 화물용 엘리베이터 내 조도 확보
